country_code,year,obs_value
TON,2014,5.226
TON,2015,5.314
TON,2016,5.417
TON,2017,5.51
TON,2018,5.505
TON,2019,5.47
MLI,2010,9.447
MLI,2011,9.451
MLI,2012,9.686
MLI,2013,9.941
MLI,2014,10.135
MLI,2015,10.282
MLI,2016,10.506
MLI,2017,10.402
MLI,2018,10.209
MLI,2019,10.135
ARM,2010,27.503
IDN,2010,11.538
IDN,2011,11.516
IDN,2012,11.591
IDN,2013,11.642
IDN,2014,11.633
IDN,2015,11.664
IRN,2010,15.408
IRN,2011,15.225
IRN,2012,15.199
IRN,2013,15.28
IRN,2014,15.269
BWA,2010,16.328
BWA,2011,16.528
CHN,2010,20.568
CHN,2011,21.147
CHN,2012,21.621
CHN,2013,22.063
CHN,2014,22.376
IRQ,2010,26.864
IRQ,2011,25.852
IRQ,2012,24.792
IRQ,2013,23.772
ESP,2010,4.899
ESP,2011,4.799
GHA,2010,14.568
GHA,2011,14.852
GHA,2012,15.259
GHA,2013,15.831
GHA,2014,16.422
GHA,2015,16.847
GHA,2016,16.895
PRT,2010,5.227
PRT,2011,5.023
PRT,2012,4.831
PRT,2013,4.634
PRT,2014,4.438
PRT,2015,4.269
GUY,2010,15.953
GUY,2011,16.093
GUY,2012,16.595
GIN,2010,10.072
GIN,2011,10.037
GIN,2012,10.078
GIN,2013,10.445
GIN,2014,10.665
GIN,2015,10.786
AFG,2011,9.235
AFG,2012,9.973
AFG,2013,10.839
AFG,2014,11.29
AFG,2015,11.242
AFG,2016,10.981
AFG,2017,10.707
AFG,2018,10.692
AFG,2019,11.08
CYP,2012,8.286
CYP,2013,8.159
CYP,2014,8.069
CYP,2015,7.941
CYP,2016,7.429
CYP,2017,7.121
CYP,2018,7.327
CYP,2019,7.718
ISR,2019,5.8
NOR,2019,1.599
BRN,2019,3.117
CAF,2018,10.301
CAF,2019,10.524
POL,2010,18.557
POL,2011,18.163
POL,2012,17.737
POL,2013,16.878
POL,2014,15.898
POL,2015,15.956
POL,2016,15.865
GUM,2010,4.127
GUM,2011,4.427
GUM,2012,5.18
GUM,2013,6.142
GUM,2014,7.012
GUM,2015,7.459
GUM,2016,6.37
AGO,2010,7.615
AGO,2011,7.669
AGO,2012,7.869
AGO,2013,8.035
AGO,2014,8.123
AGO,2015,8.217
HRV,2019,15.355
ALB,2010,9.932
ALB,2011,10.204
ALB,2012,10.303
ALB,2013,10.413
ALB,2014,10.628
ALB,2015,10.867
ALB,2016,10.954
ALB,2017,11.043
ALB,2018,11.14
ALB,2019,11.258
DZA,2010,14.68
DZA,2011,14.683
DZA,2012,14.775
DZA,2013,14.971
DZA,2014,15.191
DZA,2015,15.274
DZA,2016,15.071
DZA,2017,14.9
ITA,2010,9.759
ITA,2011,9.573
ITA,2012,9.296
ITA,2013,8.885
ITA,2014,8.511
ITA,2015,8.386
ITA,2016,7.758
ITA,2017,7.484
ITA,2018,7.589
ITA,2019,7.713
SMR,2010,2.854
SMR,2011,2.908
SMR,2012,3.036
SMR,2013,3.191
SMR,2014,3.336
SMR,2015,3.42
SMR,2016,3.405
SMR,2017,3.391
SMR,2018,3.439
SMR,2019,3.519
KNA,2010,4.352
KNA,2011,4.441
KNA,2012,4.592
KNA,2013,4.783
KNA,2014,4.983
KNA,2015,5.131
KNA,2016,5.189
KNA,2017,5.274
KNA,2018,5.508
KNA,2019,6.164
PRI,2010,2.474
PRI,2011,2.653
PRI,2012,2.646
PRI,2013,2.776
PRI,2014,2.831
PRI,2015,2.815
PRI,2016,3.02
PRI,2017,3.199
PRI,2018,3.417
PRI,2019,3.667
QAT,2010,9.09
QAT,2011,8.891
QAT,2012,8.799
QAT,2013,8.75
QAT,2014,8.621
QAT,2015,8.46
QAT,2016,8.387
QAT,2017,8.361
QAT,2018,8.576
QAT,2019,8.833
WSM,2010,5.053
WSM,2011,5.076
WSM,2012,5.123
WSM,2013,5.178
WSM,2014,5.256
WSM,2015,5.349
WSM,2016,5.507
WSM,2017,5.712
WSM,2018,5.936
WSM,2019,6.158
LCA,2010,8.8
LCA,2011,9.056
LCA,2012,9.462
LCA,2013,10.094
LCA,2014,10.615
LCA,2015,11.029
LCA,2016,11.436
LCA,2017,11.447
LCA,2018,11.749
LCA,2019,12.17
VCT,2010,11.64
VCT,2011,12.171
VCT,2012,12.844
VCT,2013,13.528
VCT,2014,14.12
VCT,2015,14.37
VCT,2016,14.263
VCT,2017,14.202
VCT,2018,14.457
VCT,2019,14.909
RWA,2010,6.113
RWA,2011,6.097
RWA,2012,6.297
RWA,2013,5.985
RWA,2014,6.152
RWA,2015,6.164
RWA,2016,5.972
RWA,2017,5.747
RWA,2018,5.811
RWA,2019,5.993
RUS,2010,20.413
RUS,2011,18.625
RUS,2012,17.462
RUS,2013,16.171
RUS,2014,15.406
RUS,2015,14.233
RUS,2016,12.857
RUS,2017,11.394
RUS,2018,11.329
RUS,2019,11.583
ROU,2010,19.321
ROU,2011,17.969
ROU,2012,17.552
ROU,2013,16.383
ROU,2014,16.398
ROU,2015,15.952
ROU,2016,15.778
ROU,2017,15.733
ROU,2018,15.865
ROU,2019,15.999
NER,2010,7.669
NER,2011,7.803
NER,2012,8.091
NER,2013,8.574
NER,2014,8.909
NER,2015,8.996
NER,2016,8.646
NER,2017,8.179
NER,2018,7.888
NER,2019,7.942
NPL,2010,14.249
NPL,2011,14.905
NPL,2012,15.784
NPL,2013,16.891
NPL,2014,17.539
NPL,2015,17.877
NPL,2016,17.454
NPL,2017,17.088
NPL,2018,17.243
NPL,2019,18.008
OMN,2010,13.974
OMN,2011,13.883
OMN,2012,13.704
OMN,2013,12.901
OMN,2014,12.103
OMN,2015,11.747
OMN,2016,11.587
OMN,2017,11.267
OMN,2018,10.585
OMN,2019,10.18
NGA,2010,17.737
NGA,2011,18.211
NGA,2012,19.347
NGA,2013,20.561
NGA,2014,21.378
NGA,2015,21.471
NGA,2016,20.851
NGA,2017,19.702
NGA,2018,19.185
NGA,2019,19.283
PAK,2010,22.352
PAK,2011,23.04
PAK,2012,23.987
PAK,2013,25.069
PAK,2014,25.763
PAK,2015,25.648
PAK,2016,25.075
PAK,2017,24.354
PAK,2018,23.843
PAK,2019,24.367
PNG,2010,5.217
PNG,2011,5.295
PNG,2012,5.36
PNG,2013,5.404
PNG,2014,5.431
PNG,2015,5.458
PNG,2016,5.492
PNG,2017,5.541
PNG,2018,5.673
PNG,2019,5.876
PLW,2010,5.01
PLW,2011,5.808
PLW,2012,7.644
PLW,2013,9.949
PLW,2014,11.998
PLW,2015,13.024
PLW,2016,10.668
PLW,2017,8.175
PLW,2018,8.247
PLW,2019,8.365
MNP,2010,4.98
MNP,2011,5.249
MNP,2012,5.729
MNP,2013,6.271
MNP,2014,6.725
MNP,2015,6.999
MNP,2016,6.328
MNP,2017,5.606
MNP,2018,5.638
MNP,2019,5.865
NRU,2017,4.34
NRU,2018,4.334
NRU,2019,4.266
PAN,2010,4.665
PAN,2011,4.821
PAN,2012,5.009
PAN,2013,5.138
PAN,2014,5.216
PAN,2015,5.163
PAN,2016,4.879
PAN,2017,4.561
PAN,2018,4.427
PAN,2019,4.388
NIC,2010,3.561
NIC,2011,3.696
NIC,2012,3.855
NIC,2013,4.032
NIC,2014,4.179
NIC,2015,4.119
NIC,2016,4.128
NIC,2017,3.976
NIC,2018,4.06
NIC,2019,4.296
MKD,2010,31.099
MKD,2011,30.518
MKD,2012,30.685
MKD,2013,29.919
MKD,2014,30.163
MKD,2015,30.367
MKD,2016,30.478
MKD,2017,30.273
MKD,2018,30.112
MKD,2019,30.073
PSE,2010,12.647
PSE,2011,12.351
PSE,2012,11.833
PSE,2013,11.595
PSE,2014,11.738
PSE,2015,11.778
PSE,2016,11.334
PSE,2017,10.851
PSE,2018,10.751
PSE,2019,10.814
URY,2010,4.583
URY,2011,4.684
URY,2012,4.715
URY,2013,4.73
URY,2014,4.704
URY,2015,4.753
URY,2016,4.617
URY,2017,4.524
URY,2018,4.53
URY,2019,4.554
VIR,2014,6.827
VIR,2015,7.048
VIR,2016,7.105
VIR,2017,7.254
VIR,2018,7.42
VIR,2019,7.612
YEM,2010,14.791
YEM,2011,15.025
YEM,2012,15.264
YEM,2013,15.549
YEM,2014,15.544
YEM,2015,15.577
YEM,2016,15.414
YEM,2017,15.344
YEM,2018,15.34
YEM,2019,15.323
ZMB,2010,8.13
ZMB,2011,8.246
ZMB,2012,8.33
ZMB,2013,8.456
ZMB,2014,8.441
ZMB,2015,8.325
ZMB,2016,8.085
ZMB,2017,7.887
ZMB,2018,7.746
ZMB,2019,7.783
VNM,2010,10.261
VNM,2011,10.298
VNM,2012,10.242
VNM,2013,10.171
VNM,2014,10.08
VNM,2015,10.003
VNM,2016,9.975
VNM,2017,10.007
VNM,2018,10.185
VNM,2019,10.5
ZWE,2010,9.083
ZWE,2011,9.228
ZWE,2012,9.349
ZWE,2013,9.423
ZWE,2014,9.579
ZWE,2015,9.607
ZWE,2016,9.171
ZWE,2017,8.637
ZWE,2018,8.316
ZWE,2019,8.151
VUT,2010,5.636
VUT,2011,5.711
VUT,2012,5.692
VUT,2013,5.694
VUT,2014,5.707
VUT,2015,5.722
VUT,2016,5.864
VUT,2017,6.005
VUT,2018,6.089
VUT,2019,6.143
VEN,2010,9.982
VEN,2011,10.101
VEN,2012,10.381
VEN,2013,10.292
VEN,2014,10.302
VEN,2015,10.31
VEN,2016,10.558
VEN,2017,10.766
VEN,2018,11.201
VEN,2019,12.201
UZB,2010,25.68
UZB,2011,26.364
UZB,2012,27.049
UZB,2013,27.324
UZB,2014,27.546
UZB,2015,27.519
UZB,2016,27.233
UZB,2017,26.918
UZB,2018,26.683
UZB,2019,26.38
AUS,2010,1.655
AUS,2011,1.63
AUS,2012,1.594
AUS,2013,1.583
AUS,2014,1.59
AUS,2015,1.595
AUS,2016,1.534
AUS,2017,1.504
AUS,2018,1.534
LTU,2016,10.118
LTU,2017,8.694
LTU,2018,8.788
LTU,2019,8.958
MEX,2014,7.977
MEX,2015,8.025
MEX,2016,8.076
MEX,2017,8.226
MEX,2018,8.228
MEX,2019,8.307
NOR,2010,2.692
NOR,2011,2.591
NOR,2012,2.39
NOR,2013,2.189
NOR,2014,1.958
NOR,2015,1.794
NOR,2016,1.655
NOR,2017,1.538
NOR,2018,1.551
SVK,2015,14.367
SVK,2016,13.585
SVK,2017,13.553
SVK,2018,13.725
SVK,2019,14.027
TUR,2010,14.641
TUR,2011,14.45
TUR,2012,14.265
TUR,2013,14.307
TUR,2014,14.412
TUR,2015,14.289
TUR,2016,13.816
USA,2010,4.854
USA,2011,4.675
USA,2012,4.489
USA,2013,4.323
USA,2014,4.166
AZE,2010,23.467
AZE,2011,23.658
AZE,2012,23.722
AZE,2013,23.57
AZE,2014,23.416
AZE,2015,23.194
AZE,2016,22.748
AZE,2017,22.468
AZE,2018,22.176
BGD,2015,12.836
BGD,2016,12.711
BGD,2017,12.765
BGD,2018,13.042
BGD,2019,13.724
BEN,2010,9.054
BEN,2011,9.413
BEN,2012,10.113
BEN,2013,10.703
BEN,2014,11.054
BEN,2015,11.299
BEN,2016,10.998
BEN,2017,10.63
BIH,2010,22.765
BIH,2011,23.08
BIH,2012,23.059
BFA,2016,9.992
BFA,2017,9.623
BFA,2018,9.587
BFA,2019,9.651
CPV,2012,10.675
CPV,2013,11.955
CPV,2014,13.125
CPV,2015,13.738
CPV,2016,13.972
CPV,2017,14.01
CPV,2018,15.281
CPV,2019,15.207
CMR,2010,18.165
CMR,2011,18.693
CMR,2012,19.514
CMR,2013,20.487
CMR,2014,20.941
CMR,2015,20.402
CMR,2016,19.796
CMR,2017,18.871
CMR,2018,18.803
TCD,2010,8.784
TCD,2011,8.96
TCD,2012,9.34
TCD,2013,9.861
TCD,2014,10.115
TCD,2015,10.232
TCD,2016,10.016
COG,2012,13.1
COG,2013,13.507
COG,2014,13.794
COG,2015,13.64
COG,2016,13.153
COG,2017,12.759
COG,2018,12.739
COG,2019,12.98
DMA,2010,9.904
DMA,2011,10.231
DMA,2012,10.688
DMA,2013,11.112
DMA,2014,11.454
DMA,2015,11.629
GNQ,2010,13.424
GNQ,2011,14.293
GNQ,2012,14.973
GNQ,2013,14.958
GNQ,2014,14.872
GNQ,2015,14.631
GNQ,2016,13.738
GNQ,2017,12.776
GNQ,2018,12.479
SWZ,2010,13.065
SWZ,2011,12.64
SWZ,2012,12.45
SWZ,2013,12.18
SWZ,2014,11.928
SWZ,2015,11.745
FJI,2013,10.319
FJI,2014,10.536
FJI,2015,10.771
FJI,2016,11.166
FJI,2017,11.56
FJI,2018,11.75
FJI,2019,11.887
GRD,2010,11.244
GRD,2011,11.508
GRD,2012,11.694
GRD,2013,12.126
GTM,2017,6.988
GTM,2018,6.961
GTM,2019,7.143
GNB,2014,9.566
GNB,2015,9.503
GNB,2016,9.591
GNB,2017,9.362
GNB,2018,8.854
GNB,2019,8.497
HTI,2010,5.316
HND,2010,4.239
HND,2011,4.489
HND,2012,4.861
HND,2013,5.125
HND,2014,5.309
HND,2015,5.372
HND,2016,5.108
HND,2017,4.85
HND,2018,4.921
HND,2019,5.177
KAZ,2019,14.541
KIR,2016,5.116
KIR,2017,5.51
KIR,2018,5.716
KIR,2019,5.84
LBY,2010,13.675
LBY,2011,13.825
LBY,2012,13.659
LBY,2013,13.72
LBY,2014,13.956
LBY,2015,14.235
LBY,2016,14.512
MWI,2014,4.342
MWI,2015,4.225
MWI,2016,3.949
MWI,2017,3.62
MWI,2018,3.488
MWI,2019,3.379
AUS,2019,1.569
SVK,2010,16.669
SVK,2011,16.23
SVK,2012,15.437
SVK,2013,14.744
SVK,2014,14.24
TUR,2017,13.279
TUR,2018,13.03
TUR,2019,12.931
USA,2015,4.025
USA,2016,3.818
USA,2017,3.648
USA,2018,3.681
USA,2019,3.72
OECD,2010,7.21
OECD,2011,7.066
OECD,2012,6.925
OECD,2013,6.79
OECD,2014,6.629
OECD,2015,6.546
OECD,2016,6.347
AFG,2010,8.745
BRB,2010,11.182
BRB,2011,11.447
BRB,2012,11.684
BLZ,2010,5.781
BLZ,2011,5.879
BLZ,2012,6.071
BLZ,2013,6.434
BLZ,2014,6.787
BLZ,2015,7.033
BLZ,2016,7.036
BLZ,2017,7.03
BLZ,2018,7.253
BLZ,2019,7.524
BTN,2010,9.496
BTN,2011,9.87
BTN,2012,10.293
BTN,2013,10.72
BTN,2014,10.96
BIH,2013,23.588
BIH,2014,23.988
BIH,2015,24.83
BIH,2016,23.97
BIH,2017,23.423
BIH,2018,23.749
BIH,2019,24.021
BRN,2010,1.864
BRN,2011,1.994
BRN,2012,2.258
BRN,2013,2.596
BRN,2014,2.888
BRN,2015,3.042
BRN,2016,2.885
BRN,2017,2.741
BRN,2018,2.857
CMR,2019,19.377
TCD,2017,9.83
TCD,2018,9.813
TCD,2019,9.929
COM,2010,4.55
COM,2011,4.58
COM,2012,4.547
COM,2013,4.495
DOM,2010,8.008
DOM,2011,8.385
DOM,2012,9.145
DOM,2013,10.035
DOM,2014,10.535
ETH,2010,3.787
ETH,2011,3.793
ETH,2012,3.756
ETH,2013,3.717
ETH,2014,3.774
GAB,2011,15.982
GAB,2012,15.612
GAB,2013,15.29
GAB,2014,15.063
GAB,2015,14.698
GAB,2016,13.853
GAB,2017,13.078
GAB,2018,12.865
GAB,2019,12.963
GRD,2014,12.509
GRD,2015,12.649
GRD,2016,12.716
GRD,2017,12.41
GRD,2018,12.507
GRD,2019,12.753
HTI,2011,5.51
HTI,2012,5.684
HTI,2013,5.974
HTI,2014,6.211
HTI,2015,6.328
HTI,2016,6.323
HTI,2017,6.228
HTI,2018,6.244
HTI,2019,6.331
KEN,2010,5.583
KEN,2011,5.696
KEN,2012,5.773
KEN,2013,5.817
KEN,2014,5.802
KEN,2015,5.65
KEN,2016,5.347
KEN,2017,4.999
KWT,2015,11.87
KWT,2016,12.061
KWT,2017,12.332
KWT,2018,12.685
KWT,2019,13.119
MDG,2010,3.873
MDG,2011,3.924
MDG,2012,4.0
MDG,2013,4.081
MDG,2014,4.157
SEN,2010,9.666
SEN,2011,9.635
STP,2010,6.82
STP,2011,6.703
STP,2012,7.129
STP,2013,7.839
STP,2014,8.62
STP,2015,8.603
STP,2016,8.012
STP,2017,7.516
STP,2018,7.529
STP,2019,7.92
SAU,2010,18.877
SAU,2011,18.504
SAU,2012,18.231
SAU,2013,18.226
SAU,2014,18.172
SAU,2015,18.352
SAU,2016,18.388
SAU,2017,18.51
SAU,2018,18.746
SAU,2019,19.087
NZL,2010,1.522
ESP,2012,4.679
ESP,2013,4.487
ESP,2014,4.36
ESP,2015,4.282
ESP,2016,4.014
ESP,2017,3.876
ESP,2018,3.904
ESP,2019,3.95
OECD,2017,6.248
OECD,2018,6.287
OECD,2019,6.349
BHS,2010,6.935
BHS,2011,7.01
BHS,2012,7.104
BHS,2013,7.251
BHS,2014,7.466
BHS,2015,7.71
BHS,2016,7.636
BRB,2013,12.24
BRB,2014,12.816
BRB,2015,13.187
BRB,2016,13.185
BRB,2017,13.192
BRB,2018,13.616
BRB,2019,14.375
BTN,2015,10.93
BTN,2016,10.486
BTN,2017,10.064
BTN,2018,10.046
BTN,2019,10.288
BFA,2010,8.256
BFA,2011,8.542
BFA,2012,9.065
BFA,2013,9.635
BFA,2014,10.019
BFA,2015,10.258
CPV,2010,8.952
CPV,2011,9.39
CHN,2015,22.588
CHN,2016,22.522
CHN,2017,22.231
CHN,2018,22.383
CHN,2019,22.936
COG,2010,12.32
COG,2011,12.608
DOM,2015,10.971
DOM,2016,11.036
DOM,2017,10.831
DOM,2018,10.727
DOM,2019,10.714
SLV,2011,6.036
SLV,2012,6.059
SLV,2013,6.639
SLV,2014,7.359
SLV,2015,7.534
SLV,2016,7.43
SLV,2017,7.335
SLV,2018,7.369
SLV,2019,7.525
ERI,2018,17.494
ERI,2019,18.085
GTM,2010,6.903
GTM,2011,7.054
GTM,2012,7.24
GTM,2013,7.437
GTM,2014,7.566
GTM,2015,7.575
GTM,2016,7.347
GNB,2010,9.629
GNB,2011,9.436
GNB,2012,9.255
GNB,2013,9.453
IND,2010,18.669
IND,2011,19.662
IND,2012,20.907
IND,2013,22.047
IND,2014,22.451
IND,2015,22.786
IND,2016,22.203
IND,2017,21.782
LAO,2010,8.307
LAO,2011,7.882
LSO,2010,16.276
LSO,2011,16.686
LSO,2012,17.029
LSO,2013,17.149
LSO,2014,17.243
LSO,2015,17.112
LSO,2016,16.499
LSO,2017,15.972
LBY,2017,14.826
LBY,2018,15.257
LBY,2019,15.811
MYS,2012,9.286
MYS,2013,9.137
MYS,2014,9.519
MYS,2015,9.713
MYS,2016,9.405
MYS,2017,9.078
MYS,2018,9.186
MYS,2019,9.492
PHL,2010,9.581
PHL,2011,9.501
PHL,2012,9.477
PHL,2013,9.423
PHL,2014,9.433
PHL,2015,9.548
PHL,2016,9.509
PHL,2017,9.515
PHL,2018,9.564
PHL,2019,9.785
PER,2010,7.438
PER,2011,7.472
PER,2012,7.493
PER,2013,7.562
PER,2014,7.458
PER,2015,7.369
PER,2016,7.376
PER,2017,7.33
PER,2018,7.356
PER,2019,7.425
PRY,2010,4.017
PRY,2011,3.858
PRY,2012,3.698
PRY,2013,3.639
PRY,2014,3.489
PRY,2015,3.461
PRY,2016,3.693
PRY,2017,3.851
PRY,2018,3.952
PRY,2019,4.064
MHL,2010,6.554
MHL,2011,6.616
MHL,2012,6.665
MHL,2013,6.713
MHL,2014,6.78
MHL,2015,6.883
MHL,2016,7.116
MHL,2017,7.375
MHL,2018,7.534
MHL,2019,7.663
MLT,2010,9.639
MLT,2011,9.508
MLT,2012,9.024
MLT,2013,8.344
MLT,2014,7.717
MLT,2015,7.127
MLT,2016,6.838
MLT,2017,6.668
MLT,2018,6.777
MLT,2019,7.1
MUS,2010,12.336
MUS,2011,12.26
MUS,2012,12.333
MUS,2013,12.191
MUS,2014,12.559
MUS,2015,12.741
MUS,2016,12.871
MUS,2017,13.01
MUS,2018,13.39
MUS,2019,13.706
MOZ,2010,3.19
MOZ,2011,3.216
MOZ,2012,3.319
MOZ,2013,3.361
MOZ,2014,3.376
MOZ,2015,3.322
MOZ,2016,3.181
MOZ,2017,3.053
MOZ,2018,2.981
MOZ,2019,2.966
MMR,2010,14.404
MMR,2011,14.109
MMR,2012,13.698
MMR,2013,13.488
MMR,2014,13.245
MMR,2015,13.048
MMR,2016,12.918
MMR,2017,12.825
MMR,2018,13.0
MMR,2019,13.475
MRT,2010,14.597
MRT,2011,14.571
MRT,2012,15.016
MRT,2013,15.107
MRT,2014,14.686
MRT,2015,14.522
MRT,2016,13.856
MRT,2017,13.509
MRT,2018,12.979
MRT,2019,12.679
MAR,2010,18.711
MAR,2011,18.655
MAR,2012,18.696
MAR,2013,19.205
MAR,2014,19.251
MAR,2015,19.379
MAR,2016,19.858
MAR,2017,20.415
MAR,2018,20.768
MAR,2019,21.034
FSM,2010,8.405
FSM,2011,8.649
FSM,2012,9.038
FSM,2013,9.479
FSM,2014,9.859
FSM,2015,10.028
FSM,2016,9.529
FSM,2017,9.015
FSM,2018,9.105
FSM,2019,9.478
MNG,2010,18.991
MNG,2011,19.79
MNG,2012,20.501
MNG,2013,21.109
MNG,2014,21.383
MNG,2015,21.147
MNG,2016,21.159
MNG,2017,21.402
MNG,2018,21.883
MNG,2019,22.82
MNE,2010,22.514
MNE,2011,22.288
MNE,2012,21.81
MNE,2013,21.69
MNE,2014,21.611
MNE,2015,21.44
MNE,2016,21.071
MNE,2017,20.701
MNE,2018,20.261
MNE,2019,20.022
MDA,2010,20.018
MDA,2011,17.678
MDA,2012,17.263
MDA,2013,16.232
MDA,2014,16.325
MDA,2015,16.178
MDA,2016,14.054
MDA,2017,11.959
MDA,2018,11.874
MDA,2019,12.046
